"Line","Hybrid_Name","Env","SN","PTR","SB"
"SEEDFHB000342","SEEDFHB000342","Env6",4,4,6
"SEEDFHB000343","SEEDFHB000343","Env6",11,11,14
"SEEDFHB000344","SEEDFHB000344","Env6",5,4,7
"SEEDFHB000345","SEEDFHB000345","Env6",4,9,3
"SEEDFHB000346","SEEDFHB000346","Env6",5,7,5
"SEEDFHB000347","SEEDFHB000347","Env6",4,10,0
"SEEDFHB000348","SEEDFHB000348","Env6",4,6,4
"SEEDFHB000349","SEEDFHB000349","Env6",4,11,10
"SEEDFHB000350","SEEDFHB000350","Env6",4,5,6
"SEEDFHB000351","SEEDFHB000351","Env6",5,4,4
"SEEDFHB000352","SEEDFHB000352","Env6",4,4,4
"SEEDFHB000353","SEEDFHB000353","Env6",4,4,7
"SEEDFHB000354","SEEDFHB000354","Env6",4,6,15
"SEEDFHB000355","SEEDFHB000355","Env6",5,4,4
"SEEDFHB000356","SEEDFHB000356","Env6",4,6,6
"SEEDFHB000357","SEEDFHB000357","Env6",4,6,6
"SEEDFHB000358","SEEDFHB000358","Env6",11,11,4
"SEEDFHB000359","SEEDFHB000359","Env6",9,6,7
"SEEDFHB000360","SEEDFHB000360","Env6",4,6,7
"SEEDFHB000361","SEEDFHB000361","Env6",4,10,11
"SEEDFHB000362","SEEDFHB000362","Env6",6,10,7
"SEEDFHB000363","SEEDFHB000363","Env6",11,4,6
"SEEDFHB000364","SEEDFHB000364","Env6",9,11,7
"SEEDFHB000365","SEEDFHB000365","Env6",4,4,4
"SEEDFHB000366","SEEDFHB000366","Env6",11,10,9
"SEEDFHB000367","SEEDFHB000367","Env6",11,6,9
"SEEDFHB000368","SEEDFHB000368","Env6",15,9,19
"SEEDFHB000369","SEEDFHB000369","Env6",4,4,4
"SEEDFHB000370","SEEDFHB000370","Env6",4,11,7
"SEEDFHB000371","SEEDFHB000371","Env6",4,10,11
"SEEDFHB000372","SEEDFHB000372","Env6",9,15,11
"SEEDFHB000373","SEEDFHB000373","Env6",7,4,5
"SEEDFHB000374","SEEDFHB000374","Env6",9,10,6
"SEEDFHB000375","SEEDFHB000375","Env6",11,4,4
"SEEDFHB000376","SEEDFHB000376","Env6",4,11,8
"SEEDFHB000377","SEEDFHB000377","Env6",11,6,7
"SEEDFHB000378","SEEDFHB000378","Env6",4,4,7
"SEEDFHB000379","SEEDFHB000379","Env6",0,9,4
"SEEDFHB000380","SEEDFHB000380","Env6",14,6,10
"SEEDFHB000381","SEEDFHB000381","Env6",11,10,9
"SEEDFHB000382","SEEDFHB000382","Env6",11,6,11
"SEEDFHB000383","SEEDFHB000383","Env6",15,10,5
"SEEDFHB000384","SEEDFHB000384","Env6",12,9,11
"SEEDFHB000385","SEEDFHB000385","Env6",18,7,6
"SEEDFHB000386","SEEDFHB000386","Env6",4,4,7
"SEEDFHB000387","SEEDFHB000387","Env6",0,5,7
"SEEDFHB000388","SEEDFHB000388","Env6",13,10,4
"SEEDFHB000389","SEEDFHB000389","Env6",4,9,7
"SEEDFHB000390","SEEDFHB000390","Env6",9,6,6
"SEEDFHB000391","SEEDFHB000391","Env6",11,5,0
"SEEDFHB000392","SEEDFHB000392","Env6",4,6,4
"SEEDFHB000393","SEEDFHB000393","Env6",7,11,0
"SEEDFHB000394","SEEDFHB000394","Env6",4,9,4
"SEEDFHB000395","SEEDFHB000395","Env6",4,0,6
"SEEDFHB000396","SEEDFHB000396","Env6",7,7,4
"SEEDFHB000397","SEEDFHB000397","Env6",0,0,6
"SEEDFHB000398","SEEDFHB000398","Env6",11,5,4
"SEEDFHB000399","SEEDFHB000399","Env6",4,7,7
"SEEDFHB000400","SEEDFHB000400","Env6",4,9,4
"SEEDFHB000401","SEEDFHB000401","Env6",4,7,4
"SEEDFHB000402","SEEDFHB000402","Env6",9,4,4
"SEEDFHB000403","SEEDFHB000403","Env6",11,10,7
"SEEDFHB000404","SEEDFHB000404","Env6",10,11,6
"SEEDFHB000405","SEEDFHB000405","Env6",4,11,2
"SEEDFHB000406","SEEDFHB000406","Env6",4,11,7
"SEEDFHB000407","SEEDFHB000407","Env6",11,13,12
"SEEDFHB000408","SEEDFHB000408","Env6",5,7,11
"SEEDFHB000409","SEEDFHB000409","Env6",9,9,6
"SEEDFHB000410","SEEDFHB000410","Env6",11,5,5
"SEEDFHB000411","SEEDFHB000411","Env6",4,7,10
"SEEDFHB000412","SEEDFHB000412","Env6",4,4,4
"SEEDFHB000413","SEEDFHB000413","Env6",10,7,9
"SEEDFHB000414","SEEDFHB000414","Env6",5,6,4
"SEEDFHB000415","SEEDFHB000415","Env6",7,5,9
"SEEDFHB000416","SEEDFHB000416","Env6",4,7,4
"SEEDFHB000417","SEEDFHB000417","Env6",4,5,3
"SEEDFHB000418","SEEDFHB000418","Env6",0,4,7
"SEEDFHB000419","SEEDFHB000419","Env6",4,7,3
"SEEDFHB000420","SEEDFHB000420","Env6",4,13,3
"SEEDFHB000421","SEEDFHB000421","Env6",4,7,4
"SEEDFHB000422","SEEDFHB000422","Env6",0,7,4
"SEEDFHB000423","SEEDFHB000423","Env6",11,4,3
"SEEDFHB000424","SEEDFHB000424","Env6",0,10,7
"SEEDFHB000425","SEEDFHB000425","Env6",7,10,5
"SEEDFHB000426","SEEDFHB000426","Env6",4,7,4
"SEEDFHB000427","SEEDFHB000427","Env6",7,10,0
"SEEDFHB000428","SEEDFHB000428","Env6",11,9,4
"SEEDFHB000429","SEEDFHB000429","Env6",4,4,4
"SEEDFHB000430","SEEDFHB000430","Env6",7,5,4
"SEEDFHB000431","SEEDFHB000431","Env6",4,8,6
"SEEDFHB000432","SEEDFHB000432","Env6",4,5,5
"SEEDFHB000433","SEEDFHB000433","Env6",7,6,0
"SEEDFHB000434","SEEDFHB000434","Env6",4,10,5
"SEEDFHB000435","SEEDFHB000435","Env6",11,8,4
"SEEDFHB000436","SEEDFHB000436","Env6",5,9,0
"SEEDFHB000437","SEEDFHB000437","Env6",4,7,5
"SEEDFHB000438","SEEDFHB000438","Env6",4,9,5
"SEEDFHB000439","SEEDFHB000439","Env6",4,10,0
"SEEDFHB000440","SEEDFHB000440","Env6",6,8,10
"SEEDFHB000441","SEEDFHB000441","Env6",4,6,3
"SEEDFHB000442","SEEDFHB000442","Env6",3,6,4
"SEEDFHB000443","SEEDFHB000443","Env6",4,6,4
"SEEDFHB000444","SEEDFHB000444","Env6",4,4,5
"SEEDFHB000445","SEEDFHB000445","Env6",11,6,11
"SEEDFHB000446","SEEDFHB000446","Env6",4,5,7
"SEEDFHB000447","SEEDFHB000447","Env6",4,4,4
"SEEDFHB000448","SEEDFHB000448","Env6",6,5,7
"SEEDFHB000449","SEEDFHB000449","Env6",4,9,4
"SEEDFHB000450","SEEDFHB000450","Env6",11,5,7
"SEEDFHB000451","SEEDFHB000451","Env6",4,7,14
"SEEDFHB000452","SEEDFHB000452","Env6",4,9,7
"SEEDFHB000453","SEEDFHB000453","Env6",14,13,11
"SEEDFHB000454","SEEDFHB000454","Env6",4,7,4
"SEEDFHB000455","SEEDFHB000455","Env6",4,7,4
"SEEDFHB000456","SEEDFHB000456","Env6",5,10,3
"SEEDFHB000457","SEEDFHB000457","Env6",4,4,4
"SEEDFHB000458","SEEDFHB000458","Env6",11,4,0
"SEEDFHB000459","SEEDFHB000459","Env6",4,4,2
"SEEDFHB000460","SEEDFHB000460","Env6",11,10,4
"SEEDFHB000461","SEEDFHB000461","Env6",4,13,0
"SEEDFHB000462","SEEDFHB000462","Env6",4,10,4
"SEEDFHB000463","SEEDFHB000463","Env6",11,11,5
"SEEDFHB000464","SEEDFHB000464","Env6",4,4,4
"SEEDFHB000465","SEEDFHB000465","Env6",7,9,4
"SEEDFHB000466","SEEDFHB000466","Env6",7,10,6
"SEEDFHB000467","SEEDFHB000467","Env6",7,7,7
"SEEDFHB000468","SEEDFHB000468","Env6",11,9,4
"SEEDFHB000469","SEEDFHB000469","Env6",10,4,4
"SEEDFHB000470","SEEDFHB000470","Env6",4,6,7
"SEEDFHB000471","SEEDFHB000471","Env6",4,10,7
"SEEDFHB000472","SEEDFHB000472","Env6",6,5,5
"SEEDFHB000473","SEEDFHB000473","Env6",4,4,3
"SEEDFHB000474","SEEDFHB000474","Env6",4,5,5
"SEEDFHB000475","SEEDFHB000475","Env6",10,11,2
"SEEDFHB000476","SEEDFHB000476","Env6",13,15,7
"SEEDFHB000477","SEEDFHB000477","Env6",4,4,11
"SEEDFHB000478","SEEDFHB000478","Env6",7,11,15
"SEEDFHB000479","SEEDFHB000479","Env6",4,13,10
"SEEDFHB000480","SEEDFHB000480","Env6",4,5,8
"SEEDFHB000481","SEEDFHB000481","Env6",11,10,7
"SEEDFHB000482","SEEDFHB000482","Env6",4,11,4
"SEEDFHB000483","SEEDFHB000483","Env6",14,8,9
"SEEDFHB000484","SEEDFHB000484","Env6",9,9,9
"SEEDFHB000485","SEEDFHB000485","Env6",10,8,6
"SEEDFHB000486","SEEDFHB000486","Env6",11,14,6
"SEEDFHB000487","SEEDFHB000487","Env6",9,11,7
"SEEDFHB000488","SEEDFHB000488","Env6",6,11,7
"SEEDFHB000489","SEEDFHB000489","Env6",10,11,9
"SEEDFHB000490","SEEDFHB000490","Env6",4,9,5
"SEEDFHB000491","SEEDFHB000491","Env6",6,10,6
"SEEDFHB000492","SEEDFHB000492","Env6",9,7,7
"SEEDFHB000493","SEEDFHB000493","Env6",6,11,13
"SEEDFHB000494","SEEDFHB000494","Env6",0,9,12
"SEEDFHB000495","SEEDFHB000495","Env6",0,6,7
"SEEDFHB000496","SEEDFHB000496","Env6",5,7,4
"SEEDFHB000497","SEEDFHB000497","Env6",4,3,14
"SEEDFHB000498","SEEDFHB000498","Env6",4,11,13
"SEEDFHB000499","SEEDFHB000499","Env6",6,11,4
"SEEDFHB000500","SEEDFHB000500","Env6",7,11,5
"SEEDFHB000501","SEEDFHB000501","Env6",3,7,0
"SEEDFHB000502","SEEDFHB000502","Env6",6,11,11
"SEEDFHB000503","SEEDFHB000503","Env6",0,0,14
"SEEDFHB000504","SEEDFHB000504","Env6",14,9,10
"SEEDFHB000505","SEEDFHB000505","Env6",17,15,6
"SEEDFHB000506","SEEDFHB000506","Env6",11,11,9
"SEEDFHB000507","SEEDFHB000507","Env6",11,19,3
"SEEDFHB000508","SEEDFHB000508","Env6",4,4,6
"SEEDFHB000509","SEEDFHB000509","Env6",6,9,7
"SEEDFHB000510","SEEDFHB000510","Env6",4,5,7
"SEEDFHB000511","SEEDFHB000511","Env6",4,4,10
"SEEDFHB000512","SEEDFHB000512","Env6",11,9,7
"SEEDFHB000513","SEEDFHB000513","Env6",4,10,4
"SEEDFHB000514","SEEDFHB000514","Env6",11,7,4
"SEEDFHB000515","SEEDFHB000515","Env6",10,6,7
"SEEDFHB000516","SEEDFHB000516","Env6",4,6,7
"SEEDFHB000517","SEEDFHB000517","Env6",6,13,6
"SEEDFHB000518","SEEDFHB000518","Env6",5,6,7
"SEEDFHB000519","SEEDFHB000519","Env6",4,4,11
"SEEDFHB000520","SEEDFHB000520","Env6",11,8,5
"SEEDFHB000521","SEEDFHB000521","Env6",6,4,7
"SEEDFHB000522","SEEDFHB000522","Env6",6,6,7
"SEEDFHB000523","SEEDFHB000523","Env6",5,4,10
"SEEDFHB000524","SEEDFHB000524","Env6",6,6,6
"SEEDFHB000525","SEEDFHB000525","Env6",4,4,9
"SEEDFHB000526","SEEDFHB000526","Env6",11,11,4
"SEEDFHB000527","SEEDFHB000527","Env6",11,10,3
"SEEDFHB000528","SEEDFHB000528","Env6",5,6,11
"SEEDFHB000529","SEEDFHB000529","Env6",10,4,9
"SEEDFHB000530","SEEDFHB000530","Env6",4,4,0
"SEEDFHB000531","SEEDFHB000531","Env6",6,4,0
"SEEDFHB000532","SEEDFHB000532","Env6",5,10,5
"SEEDFHB000533","SEEDFHB000533","Env6",4,4,7
"SEEDFHB000534","SEEDFHB000534","Env6",8,11,11
"SEEDFHB000535","SEEDFHB000535","Env6",4,5,4
"SEEDFHB000536","SEEDFHB000536","Env6",4,4,4
"SEEDFHB000537","SEEDFHB000537","Env6",4,7,7
"SEEDFHB000538","SEEDFHB000538","Env6",4,10,4
"SEEDFHB000539","SEEDFHB000539","Env6",5,11,0
"SEEDFHB000540","SEEDFHB000540","Env6",3,4,5
"SEEDFHB000541","SEEDFHB000541","Env6",4,11,5
"SEEDFHB000542","SEEDFHB000542","Env6",6,9,4
"SEEDFHB000543","SEEDFHB000543","Env6",0,0,9
"SEEDFHB000544","SEEDFHB000544","Env6",10,9,8
"SEEDFHB000545","SEEDFHB000545","Env6",4,9,7
"SEEDFHB000546","SEEDFHB000546","Env6",7,10,9
"SEEDFHB000547","SEEDFHB000547","Env6",4,11,5
"SEEDFHB000548","SEEDFHB000548","Env6",4,15,0
"SEEDFHB000549","SEEDFHB000549","Env6",4,15,0
"SEEDFHB000550","SEEDFHB000550","Env6",4,5,5
"SEEDFHB000551","SEEDFHB000551","Env6",4,4,3
"SEEDFHB000552","SEEDFHB000552","Env6",6,10,0
"SEEDFHB000553","SEEDFHB000553","Env6",4,5,0
"SEEDFHB000554","SEEDFHB000554","Env6",4,4,0
"SEEDFHB000555","SEEDFHB000555","Env6",4,7,0
"SEEDFHB000556","SEEDFHB000556","Env6",4,4,5
"SEEDFHB000557","SEEDFHB000557","Env6",11,2,4
"SEEDFHB000558","SEEDFHB000558","Env6",6,11,14
"SEEDFHB000559","SEEDFHB000559","Env6",4,5,7
"SEEDFHB000560","SEEDFHB000560","Env6",4,5,11
"SEEDFHB000561","SEEDFHB000561","Env6",11,8,11
"SEEDFHB000562","SEEDFHB000562","Env6",13,10,10
"SEEDFHB000563","SEEDFHB000563","Env6",11,6,10
"SEEDFHB000564","SEEDFHB000564","Env6",9,11,19
"SEEDFHB000565","SEEDFHB000565","Env6",13,11,9
"SEEDFHB000566","SEEDFHB000566","Env6",6,9,4
"SEEDFHB000567","SEEDFHB000567","Env6",5,4,10
"SEEDFHB000568","SEEDFHB000568","Env6",4,5,13
"SEEDFHB000569","SEEDFHB000569","Env6",4,4,5
"SEEDFHB000570","SEEDFHB000570","Env6",4,4,7
"SEEDFHB000571","SEEDFHB000571","Env6",12,6,7
"SEEDFHB000572","SEEDFHB000572","Env6",9,9,4
"SEEDFHB000573","SEEDFHB000573","Env6",10,10,7
"SEEDFHB000574","SEEDFHB000574","Env6",3,0,4
"SEEDFHB000575","SEEDFHB000575","Env6",4,10,0
"SEEDFHB000576","SEEDFHB000576","Env6",4,6,4
"SEEDFHB000577","SEEDFHB000577","Env6",0,10,9
"SEEDFHB000578","SEEDFHB000578","Env6",0,4,4
"SEEDFHB000579","SEEDFHB000579","Env6",8,9,6
"SEEDFHB000580","SEEDFHB000580","Env6",4,9,9
"SEEDFHB000581","SEEDFHB000581","Env6",3,4,4
"SEEDFHB000582","SEEDFHB000582","Env6",5,10,5
"SEEDFHB000583","SEEDFHB000583","Env6",4,9,7
"SEEDFHB000584","SEEDFHB000584","Env6",4,4,4
"SEEDFHB000585","SEEDFHB000585","Env6",8,11,0
"SEEDFHB000586","SEEDFHB000586","Env6",6,9,5
"SEEDFHB000587","SEEDFHB000587","Env6",9,9,6
"SEEDFHB000588","SEEDFHB000588","Env6",4,11,7
"SEEDFHB000589","SEEDFHB000589","Env6",4,9,6
"SEEDFHB000590","SEEDFHB000590","Env6",4,9,4
"SEEDFHB000591","SEEDFHB000591","Env6",0,6,8
"SEEDFHB000592","SEEDFHB000592","Env6",4,5,9
"SEEDFHB000593","SEEDFHB000593","Env6",4,11,7
"SEEDFHB000594","SEEDFHB000594","Env6",6,6,4
"SEEDFHB000595","SEEDFHB000595","Env6",0,10,0
"SEEDFHB000596","SEEDFHB000596","Env6",11,6,11
"SEEDFHB000597","SEEDFHB000597","Env6",6,4,3
"SEEDFHB000598","SEEDFHB000598","Env6",5,5,9
"SEEDFHB000599","SEEDFHB000599","Env6",11,10,4
"SEEDFHB000600","SEEDFHB000600","Env6",11,11,7
"SEEDFHB000601","SEEDFHB000601","Env6",4,10,8
"SEEDFHB000602","SEEDFHB000602","Env6",4,5,5
"SEEDFHB000603","SEEDFHB000603","Env6",11,5,11
"SEEDFHB000604","SEEDFHB000604","Env6",13,8,10
"SEEDFHB000605","SEEDFHB000605","Env6",16,8,7
"SEEDFHB000606","SEEDFHB000606","Env6",0,0,4
"SEEDFHB000607","SEEDFHB000607","Env6",10,3,7
"SEEDFHB000608","SEEDFHB000608","Env6",7,6,0
"SEEDFHB000609","SEEDFHB000609","Env6",14,6,7
"SEEDFHB000610","SEEDFHB000610","Env6",7,7,11
"SEEDFHB000611","SEEDFHB000611","Env6",4,5,2
"SEEDFHB000612","SEEDFHB000612","Env6",5,4,3
"SEEDFHB000613","SEEDFHB000613","Env6",6,10,9
"SEEDFHB000614","SEEDFHB000614","Env6",4,6,9
"SEEDFHB000615","SEEDFHB000615","Env6",4,11,10
"SEEDFHB000616","SEEDFHB000616","Env6",4,3,11
"SEEDFHB000617","SEEDFHB000617","Env6",4,4,2
"SEEDFHB000618","SEEDFHB000618","Env6",8,7,2
"SEEDFHB000619","SEEDFHB000619","Env6",11,11,7
"SEEDFHB000620","SEEDFHB000620","Env6",11,5,15
"SEEDFHB000621","SEEDFHB000621","Env6",15,11,11
"SEEDFHB000622","SEEDFHB000622","Env6",11,10,7
"SEEDFHB000623","SEEDFHB000623","Env6",5,4,6
"SEEDFHB000624","SEEDFHB000624","Env6",4,4,7
"SEEDFHB000625","SEEDFHB000625","Env6",4,7,11
"SEEDFHB000626","SEEDFHB000626","Env6",10,5,10
"SEEDFHB000627","SEEDFHB000627","Env6",4,3,8
"SEEDFHB000628","SEEDFHB000628","Env6",4,3,0
"SEEDFHB000629","SEEDFHB000629","Env6",10,4,0
"SEEDFHB000630","SEEDFHB000630","Env6",10,4,6
"SEEDFHB000631","SEEDFHB000631","Env6",4,3,6
"SEEDFHB000632","SEEDFHB000632","Env6",4,3,13
"SEEDFHB000633","SEEDFHB000633","Env6",6,4,11
"SEEDFHB000634","SEEDFHB000634","Env6",10,11,11
"SEEDFHB000635","SEEDFHB000635","Env6",11,8,7
"SEEDFHB000636","SEEDFHB000636","Env6",17,9,7
"SEEDFHB000637","SEEDFHB000637","Env6",10,7,4
"SEEDFHB000638","SEEDFHB000638","Env6",4,7,0
"SEEDFHB000639","SEEDFHB000639","Env6",4,6,4
"SEEDFHB000640","SEEDFHB000640","Env6",11,7,6
"SEEDFHB000641","SEEDFHB000641","Env6",9,4,9
"SEEDFHB000642","SEEDFHB000642","Env6",13,5,10
"SEEDFHB000643","SEEDFHB000643","Env6",13,5,4
"SEEDFHB000644","SEEDFHB000644","Env6",7,5,4
"SEEDFHB000645","SEEDFHB000645","Env6",6,4,5
"SEEDFHB000646","SEEDFHB000646","Env6",4,4,7
"SEEDFHB000647","SEEDFHB000647","Env6",7,4,3
"SEEDFHB000648","SEEDFHB000648","Env6",4,5,3
"SEEDFHB000649","SEEDFHB000649","Env6",5,4,4
"SEEDFHB000650","SEEDFHB000650","Env6",11,7,5
"SEEDFHB000651","SEEDFHB000651","Env6",4,6,7
"SEEDFHB000652","SEEDFHB000652","Env6",4,9,0
"SEEDFHB000653","SEEDFHB000653","Env6",11,6,3
"SEEDFHB000654","SEEDFHB000654","Env6",4,4,4
"SEEDFHB000655","SEEDFHB000655","Env6",6,6,5
"SEEDFHB000656","SEEDFHB000656","Env6",4,7,4
"SEEDFHB000657","SEEDFHB000657","Env6",6,9,4
"SEEDFHB000658","SEEDFHB000658","Env6",4,10,6
"SEEDFHB000659","SEEDFHB000659","Env6",4,6,13
"SEEDFHB000660","SEEDFHB000660","Env6",11,4,4
"SEEDFHB000661","SEEDFHB000661","Env6",4,5,6
"SEEDFHB000662","SEEDFHB000662","Env6",12,6,4
"SEEDFHB000663","SEEDFHB000663","Env6",11,6,3
"SEEDFHB000664","SEEDFHB000664","Env6",11,13,7
"SEEDFHB000665","SEEDFHB000665","Env6",4,9,2
"SEEDFHB000666","SEEDFHB000666","Env6",4,4,0
"SEEDFHB000667","SEEDFHB000667","Env6",4,10,6
"SEEDFHB000668","SEEDFHB000668","Env6",4,4,3
"SEEDFHB000669","SEEDFHB000669","Env6",0,5,7
"SEEDFHB000670","SEEDFHB000670","Env6",9,4,5
"SEEDFHB000671","SEEDFHB000671","Env6",10,11,5
"SEEDFHB000672","SEEDFHB000672","Env6",4,11,7
"SEEDFHB000673","SEEDFHB000673","Env6",4,5,4
"SEEDFHB000674","SEEDFHB000674","Env6",4,6,4
"SEEDFHB000675","SEEDFHB000675","Env6",5,5,7
"SEEDFHB000676","SEEDFHB000676","Env6",7,6,6
"SEEDFHB000677","SEEDFHB000677","Env6",6,4,6
"SEEDFHB000678","SEEDFHB000678","Env6",10,6,5
"SEEDFHB000679","SEEDFHB000679","Env6",4,11,2
"SEEDFHB000680","SEEDFHB000680","Env6",4,9,2
"SEEDFHB000681","SEEDFHB000681","Env6",10,7,6
"SEEDFHB000682","SEEDFHB000682","Env6",5,10,4
"SEEDFHB000683","SEEDFHB000683","Env6",4,4,3
"SEEDFHB000684","SEEDFHB000684","Env6",12,5,7
"SEEDFHB000685","SEEDFHB000685","Env6",4,9,11
"SEEDFHB000686","SEEDFHB000686","Env6",4,9,4
"SEEDFHB000687","SEEDFHB000687","Env6",4,9,4
"SEEDFHB000688","SEEDFHB000688","Env6",4,10,8
"SEEDFHB000689","SEEDFHB000689","Env6",4,4,8
"SEEDFHB000690","SEEDFHB000690","Env6",11,4,7
"SEEDFHB000691","SEEDFHB000691","Env6",4,7,8
"SEEDFHB000692","SEEDFHB000692","Env6",4,9,10
"SEEDFHB000693","SEEDFHB000693","Env6",0,0,5
"SEEDFHB000694","SEEDFHB000694","Env6",5,15,7
"SEEDFHB000695","SEEDFHB000695","Env6",10,13,7
"SEEDFHB000696","SEEDFHB000696","Env6",15,11,6
"SEEDFHB000697","SEEDFHB000697","Env6",4,9,6
"SEEDFHB000698","SEEDFHB000698","Env6",6,11,4
"SEEDFHB000699","SEEDFHB000699","Env6",13,5,2
"SEEDFHB000700","SEEDFHB000700","Env6",3,4,11
"SEEDFHB000701","SEEDFHB000701","Env6",13,7,7
"SEEDFHB000702","SEEDFHB000702","Env6",4,6,7
"SEEDFHB000703","SEEDFHB000703","Env6",4,14,10
"SEEDFHB000704","SEEDFHB000704","Env6",4,14,9
"SEEDFHB000705","SEEDFHB000705","Env6",9,13,8
"SEEDFHB000706","SEEDFHB000706","Env6",4,4,0
"SEEDFHB000707","SEEDFHB000707","Env6",4,4,4
"SEEDFHB000708","SEEDFHB000708","Env6",9,11,5
"SEEDFHB000709","SEEDFHB000709","Env6",4,4,11
"SEEDFHB000710","SEEDFHB000710","Env6",4,5,9
"SEEDFHB000711","SEEDFHB000711","Env6",5,13,13
"SEEDFHB000712","SEEDFHB000712","Env6",4,9,11
"SEEDFHB000713","SEEDFHB000713","Env6",4,11,7
"SEEDFHB000714","SEEDFHB000714","Env6",4,9,7
"SEEDFHB000715","SEEDFHB000715","Env6",6,12,2
"SEEDFHB000716","SEEDFHB000716","Env6",11,4,7
"SEEDFHB000717","SEEDFHB000717","Env6",4,6,0
"SEEDFHB000718","SEEDFHB000718","Env6",4,7,7
"SEEDFHB000719","SEEDFHB000719","Env6",11,4,7
"SEEDFHB000720","SEEDFHB000720","Env6",3,7,4
